地区,经济,工业,服务
舒兰市,60.03106663,910.9135342,0.01752496
磐石市,40.86078552,831.8331511,0.588077292
四平市,24.04832483,898.7054058,0.172355958
铁西区,69.96159054,76.77001958,0.579160117
铁东区,93.64256675,129.7585063,0.037697833
梨树县,99.01205672,81.02028145,0.664054033
伊通满族自治县,26.54599418,882.0352308,0.033065532
公主岭市,95.66163062,284.3957534,0.641942791
双辽市,63.13223276,578.678912,0.112625181
辽源市,35.05364098,233.3925738,0.705448739
龙山区,55.66329268,572.3251611,0.079431174
西安区,11.15942849,604.1611368,0.737155667
东丰县,28.45562442,150.5704378,0.199360404
东辽县,45.13286273,327.8507712,0.336709105
通化市,43.12055677,291.0558322,0.051691921
东昌区,43.89603695,116.224775,0.640312372
二道江区,40.52924252,230.6668248,0.980019338
通化县,20.40208072,503.1294096,0.989427038
辉南县,82.14861605,298.6384275,0.110306199
柳河县,51.51320976,495.5163962,0.107744728
梅河口市,32.18933377,186.6110703,0.331888336
集安市,84.93332519,312.0697592,0.638395599
白山市,64.12623669,509.9732195,0.027524756
浑江区,94.60785832,287.7619813,0.989823188
江源区,30.19169737,442.3375183,0.469295067
抚松县,42.1979853,869.4497403,0.236875744
靖宇县,38.73420472,768.7006041,0.343991189
长白朝鲜族自治县,47.71358342,495.3672302,0.371758773
临江市,59.77240264,435.3550514,0.838593381
松原市,79.91320318,79.75186527,0.935324403
宁江区,82.68565316,965.6879451,0.584700049
前郭尔罗斯蒙古族自治县,18.29674577,837.9756134,0.288278513
长岭县,87.80226283,841.1062188,0.24749441
乾安县,68.08640471,929.413545,0.24866165
扶余市,55.65306751,615.1149752,0.370846561
白城市,30.08404998,867.4560015,0.657960171
洮北区,24.68441023,777.6631348,0.142377275
镇赉县,48.62222613,153.4073451,0.155163183
通榆县,17.6039597,675.8908899,0.479890731
洮南市,55.51897588,774.0532208,0.553252445
大安市,81.34112388,338.0530881,0.249097849
延边朝鲜族自治州,27.83942075,829.7904327,0.213731911
延吉市,76.38907234,312.8916647,0.520990068
图们市,49.19519495,832.8733299,0.407220107
敦化市,79.03939796,803.7856311,0.27799595
珲春市,71.66558418,429.6115892,0.373127146
龙井市,43.83990847,195.4673137,0.535159315
和龙市,31.78258531,720.9550012,0.134968004
汪清县,92.40169612,725.8472947,0.066182582
安图县,18.24111752,470.8299617,0.641375054
黑龙江省,90.88960447,512.3127645,0.196825749
哈尔滨市,21.41221073,865.2408697,0.033524472
道里区,62.52535274,456.6595558,0.495312576
南岗区,23.92768714,940.0552294,0.013933032
道外区,18.87172856,335.7415328,0.266359731
平房区,65.07738627,308.2904058,0.217227123
松北区,53.527888,176.7638991,0.475452499
香坊区,51.08179518,853.0730769,0.948215899
呼兰区,24.86945097,928.7701935,0.744470096
阿城区,56.19325839,47.79857686,0.765438897
双城区,32.77406353,99.46844208,0.607507168
依兰县,46.48998034,869.7529073,0.506641514
方正县,73.66679803,779.9901056,0.132536664
宾县,97.75781342,833.0529899,0.013205592
巴彦县,69.80449568,771.4329871,0.08094896
木兰县,14.40686035,575.6278954,0.524118589
通河县,93.76377549,122.1334185,0.621677845
延寿县,20.33370264,249.8608072,0.138370119
尚志市,91.51112994,473.6095799,0.915161841
五常市,15.92024869,57.0705208,0.218217982
齐齐哈尔市,70.15642438,313.4312721,0.702880363
龙沙区,40.63173072,637.6063649,0.854778882
建华区,90.82284679,22.51805548,0.875427771
铁锋区,37.55335915,659.9200276,0.578894128
昂昂溪区,73.79079962,318.7566134,0.36733095
富拉尔基区,24.70528915,578.0104529,0.939889401
碾子山区,18.8248277,376.7535895,0.2619573
梅里斯达斡尔族区,91.99973629,257.332039,0.646167407
龙江县,91.43642858,698.8907672,0.000394932
依安县,82.04862828,729.4013359,0.363444154
泰来县,36.42107937,292.5196343,0.128194955
甘南县,65.87117441,70.1779517,0.502087644
富裕县,85.18062535,972.9536849,0.841059329
克山县,53.56741959,309.3280845,0.197938271
克东县,71.91947358,217.7595478,0.316991107
拜泉县,62.6422106,967.1667549,0.660945666
讷河市,61.76268614,548.3060434,0.529062434
鸡西市,26.38770391,594.4520989,0.301597847
鸡冠区,74.72442648,153.6129414,0.457978633
恒山区,70.40087892,834.6608684,0.452133398
滴道区,22.29605692,256.3482524,0.584064296
梨树区,12.99760237,919.5151754,0.80557824
城子河区,58.86725062,78.84078431,0.604891193
麻山区,50.92818665,596.9575519,0.962326325
鸡东县,95.87099765,474.2422748,0.713879085
虎林市,17.85315471,283.8693483,0.275595104
密山市,28.37270127,894.259567,0.221273659
鹤岗市,52.08683224,186.5634947,0.536318857
向阳区,34.38812495,525.9379733,0.813941144
工农区,52.5216446,903.2573487,0.525166889
南山区,17.76336631,186.0031906,0.954179539
兴安区,47.43225898,366.6448745,0.293123379
东山区,97.43937333,776.0974062,0.998073309
兴山区,92.43191708,753.2741182,0.862331954
萝北县,25.88551769,601.7359777,0.576998073
绥滨县,30.43671902,913.1888575,0.552778251
双鸭山市,13.29385301,568.1319342,0.713189815
尖山区,78.80806945,371.2629184,0.104660675
岭东区,17.30021563,184.5037364,0.720352872
四方台区,51.4243028,476.5385565,0.352858578
宝山区,26.5095249,639.2911826,0.964978134
集贤县,17.77100771,665.0242946,0.001929466
友谊县,18.4235534,384.5658803,0.260972128
宝清县,15.40661788,986.0436163,0.271982821
饶河县,75.67122652,422.3951631,0.618671098
大庆市,97.7769219,940.145137,0.557642339
萨尔图区,62.79536119,542.5604672,0.367396815
龙凤区,21.93493871,834.9669344,0.335026518
让胡路区,69.11941025,690.3598022,0.822497886
红岗区,58.19538615,982.5002714,0.204273378
大同区,21.58494639,560.4694449,0.779574522
肇州县,85.61236263,152.6483859,0.96580827
肇源县,25.16757796,452.3043057,0.310755073
林甸县,67.700152,756.8340836,0.921449535
杜尔伯特蒙古族自治县,85.25126198,886.8413156,0.25924512
伊春市,17.15833163,609.3052979,0.823159817
伊春区,89.58343195,478.0867717,0.224981515
南岔区,40.78798528,919.4207188,0.298241004
友好区,86.94199208,388.49419,0.980188929
西林区,82.10920937,811.8173527,0.219730189
翠峦区,56.59335444,897.2279782,0.982658516
新青区,69.67001386,5.93892254,0.753100747
美溪区,90.56852918,611.9386441,0.903428729
金山屯区,66.26817314,612.1165752,0.2047521
五营区,22.05357256,760.3647552,0.164519313
乌马河区,44.29189269,744.9514013,0.642070159
汤旺河区,78.85416091,339.8255063,0.237222542
带岭区,35.35299725,72.51011896,0.612096179
乌伊岭区,28.68205383,587.0679422,0.189572584
红星区,33.16272153,914.9191605,0.344800662
上甘岭区,18.59075116,306.0800136,0.217494323
嘉荫县,73.88107606,857.1233195,0.196136979
铁力市,84.89227174,151.8974318,0.846468056
佳木斯市,53.97271789,721.5836544,0.129233042
向阳区,82.22464786,227.0079237,0.185337418
前进区,40.78401825,884.9606948,0.671105996
东风区,48.28117145,520.6437695,0.370898363
郊区,71.68475622,58.72317008,0.669298142
桦南县,88.42605629,501.4070845,0.825609554
桦川县,94.49480273,96.40797995,0.754350181
汤原县,53.03132086,46.11147513,0.173964671
同江市,89.46571976,44.71454118,0.274072833
富锦市,30.18562575,220.2199151,0.405342061
抚远市,24.65886055,829.7982161,0.105901572
七台河市,54.92900126,143.8664534,0.425875463
新兴区,89.32720167,596.7938679,0.173818611
桃山区,89.64329581,789.2053339,0.655977774
茄子河区,24.49254946,675.7497058,0.913993814
勃利县,51.26765072,539.5253579,0.363087499
牡丹江市,55.12170627,119.8325983,0.156265999
东安区,89.04819121,765.7802735,0.508635574
阳明区,59.0415883,143.8060014,0.278566421
爱民区,52.12285722,718.0264561,0.267692173
西安区,86.99987017,537.2855197,0.314474604
林口县,61.83624428,57.65784178,0.323082339
绥芬河市,37.40343893,97.7202406,0.802559828
海林市,33.70830683,505.7357903,0.897586602
宁安市,39.31974947,838.3195374,0.102923833
穆棱市,57.22102858,145.3891976,0.471652814
东宁市,72.54560782,166.6862363,0.547125565
黑河市,82.65755845,797.8423186,0.541727887
爱辉区,65.98066893,616.1778104,0.839272548
嫩江县,26.38805488,494.5073148,0.216653763
逊克县,32.29035027,654.92556,0.705068123
孙吴县,96.60103436,830.5043037,0.544684374
北安市,66.44790941,624.4527036,0.898345784
五大连池市,26.76212519,78.08161823,0.618671001
绥化市,43.50182531,779.9032249,0.208066071
北林区,49.92894853,656.1404795,0.966157797
望奎县,83.51718815,941.7569131,0.548617088
兰西县,17.13896034,275.4743102,0.745360367
青冈县,41.7590893,993.3673442,0.072016713
庆安县,65.60780363,776.8316516,0.167064838
明水县,38.11832105,898.2661681,0.682538655
绥棱县,50.12232719,341.7307951,0.057157627
安达市,69.69630905,747.8516336,0.312612796
肇东市,24.2739584,434.0537835,0.749332102
海伦市,33.62258486,518.624187,0.221259459
大兴安岭地区,69.57171447,421.6795438,0.08882604
呼玛县,58.46872498,973.8869432,0.288211472
塔河县,74.70615688,775.2891085,0.484334812
漠河县,31.49792368,289.7862018,0.606352735
上海市,46.36786213,496.4501843,0.22080684
黄浦区,20.72422903,739.2790277,0.826759596
徐汇区,48.54510366,171.6007944,0.679451437
长宁区,23.06425226,545.2883442,0.249013934
静安区,96.36082739,714.0854884,0.491764322
普陀区,44.01522183,284.1958616,0.763680969
虹口区,26.55951181,788.4728846,0.791808826
杨浦区,90.32889116,685.2912714,0.58657652
闵行区,70.23792099,365.4158272,0.020037162
宝山区,29.96178778,100.295225,0.231832441
嘉定区,59.60697374,333.2569027,0.518436003
浦东新区,43.0654242,895.0520653,0.865144112
金山区,85.4757123,102.0473851,0.635265314
松江区,74.55835922,259.7894031,0.145627191
青浦区,21.89483938,889.5179126,0.651401169
奉贤区,95.107342,231.8025738,0.488832461
崇明区,67.37948379,838.7669554,0.285601536
江苏省,71.59014444,350.2088484,0.156420604
南京市,93.37081018,23.89115398,0.552504536
玄武区,14.89091139,134.0887459,0.867391956
秦淮区,64.24676833,17.69282298,0.371275832
建邺区,28.30360686,55.00865814,0.924961628
鼓楼区,58.3666891,954.6510678,0.287081881
浦口区,27.52028648,293.3570706,0.200544777
栖霞区,55.37236981,266.2548075,0.580150463
雨花台区,99.01636753,717.6219109,0.958057915
江宁区,92.42800417,879.6461345,0.642856148
六合区,13.16342519,260.0444433,0.261940407
溧水区,15.70383494,463.3290073,0.576390044
高淳区,88.30744317,545.8751951,0.369171101
无锡市,97.70634298,678.1532855,0.07594658
锡山区,91.4504135,9.808292583,0.305563876
惠山区,20.6748174,570.4320561,0.841233758
滨湖区,11.80854384,670.236108,0.368351125
梁溪区,71.9727798,939.51693,0.830719085
新吴区,81.76387969,499.1060371,0.095785348
江阴市,48.79011593,781.1097081,0.134084193
宜兴市,27.5113198,842.9395184,0.296981253
徐州市,92.76228469,887.7588473,0.878039942
鼓楼区,53.18808841,289.377878,0.880434646
云龙区,42.57933344,311.6373497,0.732615422
贾汪区,34.37522575,649.4587098,0.683798117
泉山区,53.3589611,660.8535596,0.527407386
铜山区,81.82945619,745.2683722,0.217593754
丰县,13.71058827,745.9892188,0.923363068
沛县,11.90836389,45.41386269,0.757110479
睢宁县,51.2038347,792.1775995,0.457634017
新沂市,90.67106886,25.29856897,0.269345104
邳州市,59.17088294,253.4603793,0.261314984
常州市,37.68580867,835.6330056,0.346157163
天宁区,24.20079308,142.227753,0.37737652
钟楼区,50.21091498,245.7367757,0.862234987
新北区,59.52358695,136.562117,0.683576179
武进区,44.1244353,878.8752575,0.002132148
金坛区,79.93202208,708.4300652,0.759662814
溧阳市,58.85504314,252.1555487,0.207133814
苏州市,88.75501709,535.2323852,0.986192198
虎丘区,31.42590887,458.4769511,0.534520113
吴中区,14.26900977,723.4678165,0.293152293
相城区,89.87873798,666.5523893,0.104765741
姑苏区,95.69859849,570.6894318,0.093469774
吴江区,64.33668558,932.0579402,0.06039463
常熟市,75.26805259,19.4647161,0.082163986
张家港市,44.62512248,656.2669733,0.576008918
昆山市,11.0589619,80.67758815,0.473081504
太仓市,47.49028905,304.9993517,0.852795253
南通市,97.00436894,162.53832,0.984440739
崇川区,12.37894752,195.571954,0.086009516
港闸区,81.45043648,698.6573519,0.834173467
通州区,75.55599344,803.0770822,0.616739847
海安县,55.89327953,876.8570512,0.598886762
如东县,14.56157256,889.6516163,0.825130551
启东市,47.64208768,134.118203,0.977712623
如皋市,54.43049928,58.13312382,0.747651056
海门市,66.51231239,722.0082181,0.071520372
连云港市,61.08878535,956.281306,0.182505962
连云区,77.36338022,894.809147,0.74830448
海州区,84.68328886,75.91809635,0.179300023
赣榆区,69.3856774,431.6401074,0.779398732
东海县,49.39694338,105.051125,0.150756694
灌云县,69.56024421,398.4235095,0.538108143
灌南县,79.99276854,871.4607588,0.653684173
淮安市,42.14477393,274.3810018,0.305976989
淮安区,88.9405048,635.5739796,0.955764831
淮阴区,34.99770051,987.2348074,0.716393235
清江浦区,86.20473662,304.0744369,0.6683877
洪泽区,27.59131205,24.18964023,0.122531066
涟水县,23.4982354,298.0308857,0.984744599
盱眙县,84.8617533,265.5102111,0.400182366
金湖县,14.79234855,940.204003,0.695373094
盐城市,82.28562638,527.2816676,0.215656915
亭湖区,82.36378937,903.89716,0.608973165
盐都区,75.73069337,74.06006203,0.170139849
大丰区,53.61089657,354.8932146,0.398814842
响水县,54.1158354,453.3500753,0.035535244
滨海县,47.09739449,571.9279116,0.89332623
阜宁县,62.82200797,831.4500802,0.143633577
射阳县,49.68782512,137.3787406,0.834352168
建湖县,36.73626902,320.3004,0.599661185
东台市,36.32765346,341.8427848,0.409879715
扬州市,69.17430108,854.3003418,0.412747878
广陵区,72.51631353,207.2189646,0.97496518
邗江区,55.09761272,164.9051948,0.578990782
江都区,19.34105158,77.46166653,0.785666965
宝应县,71.92993337,763.6796265,0.624548703
仪征市,34.04984704,588.507491,0.906188903
高邮市,95.47164722,892.348846,0.892155289
镇江市,51.98536155,814.2630307,0.43735618
京口区,14.31219512,213.8676385,0.82106977
润州区,66.20576944,716.2102264,0.369525631
丹徒区,34.94547597,191.4734063,0.192818097
丹阳市,19.59168955,554.4070159,0.273469827
扬中市,18.03481339,471.8398669,0.051646429
句容市,48.46615108,762.9500128,0.882954653
泰州市,25.96353955,942.264883,0.914915453
海陵区,68.54907859,959.7570934,0.91211096
高港区,47.1982643,326.4009299,0.317816112
姜堰区,44.40466302,530.7043922,0.469550508
兴化市,99.27602796,402.6282578,0.786811744
靖江市,74.32349919,878.5857181,0.809522777
泰兴市,67.73148683,86.48082619,0.894695336
宿迁市,97.60628541,816.7884813,0.848555266
宿城区,95.48810985,647.1363655,0.068680682
宿豫区,46.01019434,675.2891796,0.280909617
沭阳县,33.52724571,862.3969368,0.319570632
泗阳县,15.00116332,545.5840153,0.999154286
泗洪县,22.18115115,818.1237968,0.681340932
浙江省,92.61994321,692.0127805,0.736486761
杭州市,26.5525827,236.2197516,0.828372686
上城区,87.75802462,551.0885774,0.487627396
下城区,64.51502562,634.0441222,0.397823378
江干区,49.20130758,626.6725737,0.580050299
拱墅区,10.03626075,449.649783,0.727703449
西湖区,59.80182416,13.98303148,0.336758527
滨江区,15.11450639,694.7593306,0.424763218
萧山区,54.22375257,520.6632542,0.637193846
余杭区,28.15863625,2.918046721,0.356533934
富阳区,64.71824841,212.8429828,0.601358938
临安区,89.93114304,308.1310716,0.587722822
桐庐县,76.72258008,694.5394387,0.569433392
淳安县,60.82425892,701.8852989,0.157029181
建德市,50.62501638,327.7222671,0.744322172
宁波市,49.91945817,368.4896043,0.593946037
海曙区,55.55637547,399.048302,0.501929888
江北区,56.44672627,59.0550458,0.487436425
北仑区,52.27144674,821.6325388,0.69143256
镇海区,60.81045294,451.9361079,0.613471562
鄞州区,29.56882099,201.0559715,0.707367861
奉化区,62.34900232,242.0572782,0.265528562
象山县,31.28064233,918.4533224,0.580703935
宁海县,91.34469572,247.1170126,0.158791691
余姚市,88.70201176,77.63472552,0.934309417
慈溪市,42.45721667,448.6304069,0.980320485
温州市,56.87908916,835.2033004,0.149386894
鹿城区,37.10764475,444.9218285,0.779030151
龙湾区,20.96741283,738.5170946,0.62624073
瓯海区,93.36924442,116.8974392,0.822189224
洞头区,20.94506892,758.9574049,0.141014005
永嘉县,30.71667136,152.2415361,0.318462642
平阳县,66.63222861,223.3003145,0.708458644
苍南县,37.3643133,635.2974822,0.850740001
文成县,23.71084373,62.68074528,0.511305434
泰顺县,60.40756191,705.0746251,0.759708434
瑞安市,38.22087898,765.0660446,0.511495865
乐清市,15.33026912,950.0747322,0.430218671
嘉兴市,16.02264787,693.3111046,0.915355495
南湖区,84.57693029,822.3745692,0.49718883
秀洲区,13.0223754,10.71698416,0.855105521
嘉善县,78.40483367,540.9731264,0.166296257
海盐县,11.97066844,971.8999847,0.174545298
海宁市,24.56486809,483.2249468,0.205655959
平湖市,71.9859706,32.66905302,0.715277193
桐乡市,99.41371199,420.805698,0.460620598
湖州市,96.4883874,128.1907574,0.336768997
吴兴区,48.87835892,279.1438696,0.702937497
南浔区,30.20898003,166.0486925,0.643373374
德清县,41.71296985,22.72916884,0.419851584
长兴县,49.12214296,128.0748417,0.737354404
安吉县,45.67458632,369.7489036,0.130677979
绍兴市,14.06334626,767.7155343,0.694905046
越城区,31.2940304,840.3847577,0.169777835
柯桥区,33.31606733,747.8560125,0.092461071
上虞区,22.52448984,11.33732088,0.463973663
新昌县,80.23670067,453.4674949,0.270486199
诸暨市,86.98432263,989.8113381,0.696598154
嵊州市,51.58241703,257.0959036,0.255520122
金华市,93.66272447,947.2639762,0.500671386
婺城区,48.6998857,280.5338261,0.162511435
金东区,16.23325229,669.7857794,0.542739272
武义县,15.23154526,407.5314431,0.592966678
浦江县,86.7107495,363.0265471,0.681676505
磐安县,95.76099303,680.7735395,0.261819772
兰溪市,41.12522951,237.3107909,0.912013
义乌市,20.19521034,454.1266267,0.122337917
东阳市,80.18907982,383.7575759,0.965714335
永康市,35.51261642,359.3374653,0.242817138
衢州市,12.08527712,48.26417023,0.346890958
柯城区,16.94854543,392.3563361,0.196403839
衢江区,55.63495122,908.9668705,0.6598158
常山县,23.91981154,903.4469056,0.256241106
开化县,72.31354952,31.60819197,0.708202075
龙游县,25.63224099,154.8838733,0.885600892
江山市,41.26080683,506.7045495,0.341232759
舟山市,36.47737478,659.8158944,0.626001792
定海区,54.50968774,103.6924291,0.933873555
普陀区,16.49247231,476.0137484,0.378612367
岱山县,33.0215752,675.7960589,0.247219817
嵊泗县,82.55188685,975.4650332,0.83817381
台州市,71.6008711,809.8241084,0.458457454
椒江区,32.24595544,128.3360102,0.41323413
黄岩区,31.85288729,786.874902,0.66203921
路桥区,73.65061087,364.8832936,0.804380323
三门县,80.16811294,529.6446476,0.411139747
天台县,12.6838742,260.8186317,0.07343644
仙居县,91.98050429,191.6600302,0.839030231
温岭市,19.75191118,887.4041759,0.314692284
临海市,28.91420225,736.282986,0.128352652
玉环市,51.29770303,252.8197383,0.762644731
丽水市,53.56833079,855.6610818,0.687043366
莲都区,51.10021319,211.7322808,0.158360265
青田县,14.42038491,328.6404082,0.794247246
缙云县,93.17855001,789.8443661,0.112337947
遂昌县,47.42181411,353.5543635,0.282752981
松阳县,29.99570085,732.3973465,0.007021418
云和县,71.61500483,739.8878568,0.684801431
庆元县,91.4412622,339.2581619,0.27693707
景宁畲族自治县,82.82328498,615.7950499,0.797052293
龙泉市,68.90864114,538.893761,0.446344293
安徽省,74.64522523,936.2324646,0.681625528
合肥市,89.24357235,868.0968754,0.96863358
瑶海区,72.47311414,388.7215201,0.224123022
庐阳区,16.43188051,406.1792723,0.264552308
蜀山区,60.071089,642.0917716,0.642844248
包河区,56.89652608,293.0549452,0.038930236
长丰县,10.13414272,796.8853563,0.092781946
肥东县,91.395181,706.1472521,0.234863728
肥西县,80.58268649,431.891747,0.839520131
庐江县,26.77473163,415.0956622,0.291401734
巢湖市,92.50863315,873.7454024,0.877335024
芜湖市,70.98973069,775.1326969,0.853937533
镜湖区,58.20041048,135.2923937,0.315764841
弋江区,36.69783254,765.947748,0.805923691
鸠江区,75.2230714,574.7762007,0.675573198
三山区,28.8031899,993.68551,0.214330054
芜湖县,77.6764287,896.4484428,0.992453537
繁昌县,91.71740756,388.6487154,0.976053394
南陵县,10.2935158,584.5563596,0.112707502
无为县,24.01097943,350.1295259,0.961605637
蚌埠市,96.38597096,677.8174326,0.539737537
龙子湖区,73.40024745,598.4413638,0.427878379
蚌山区,35.43362893,565.1077747,0.637171081
禹会区,54.19539864,876.2901268,0.74622572
淮上区,22.65394455,345.3196661,0.10534882
怀远县,14.28751468,850.2949065,0.338605959
五河县,21.99002552,146.5531816,0.712336096
固镇县,92.71813908,306.5884928,0.412733936
淮南市,67.31209487,669.6946327,0.497912136
大通区,36.20335819,501.9904361,0.257386494
田家庵区,78.38829097,522.858539,0.92556372
谢家集区,67.62157251,736.1058086,0.389331051
八公山区,77.70395343,927.6083666,0.362705862
潘集区,12.57358633,777.1020697,0.19535863
凤台县,67.12849016,133.2030955,0.968396192
寿县,62.36896308,855.3225079,0.931430826
马鞍山市,46.42337678,529.536037,0.329925147
花山区,73.98275874,101.0457564,0.713813149
雨山区,63.49588123,631.0206302,0.026008591
博望区,85.15422029,40.36847669,0.181802438
当涂县,69.88802846,583.0715813,0.212767235
含山县,65.02126899,501.5369582,0.352660194
和县,40.37791029,728.8686133,0.052099297
淮北市,78.78920583,33.86910473,0.057979515
杜集区,74.02092584,875.7240564,0.234866939
相山区,73.48039408,709.8850528,0.839302961
烈山区,32.3913149,660.2200425,0.587318957
濉溪县,78.61104875,927.774012,0.916399107
铜陵市,84.86258212,557.843978,0.13394276
铜官区,46.55152336,269.5744225,0.545699332
义安区,75.62921411,42.39396361,0.853120566
郊区,93.84636402,784.0515735,0.326362224
枞阳县,97.87178155,435.0723036,0.827356085
安庆市,62.14899575,622.2365198,0.65906845
迎江区,56.11970941,352.3283192,0.490669361
大观区,63.70073441,373.2771002,0.100367601
宜秀区,18.80570448,980.4918402,0.028403848
怀宁县,32.34600293,739.9418142,0.574925217
潜山县,71.79238959,924.4014493,0.041526435
太湖县,13.33291633,922.002465,0.313221527
宿松县,39.56107272,319.8624443,0.316802717
望江县,59.59452948,68.04659139,0.220037387
岳西县,53.19133255,383.7515521,0.481349923
桐城市,62.69907361,426.3251762,0.179644431
黄山市,70.61122019,34.55698849,0.584028953
屯溪区,93.56156917,955.0068627,0.796623391
黄山区,76.92447553,52.58040368,0.212319701
徽州区,60.57822407,286.7475565,0.291405923
歙县,53.46898324,238.6809934,0.556425147
休宁县,83.94622029,746.1207686,0.761359393
黟县,47.10214116,109.4699497,0.640508159
祁门县,42.22401666,680.5061142,0.198423083
滁州市,89.00492781,627.1081414,0.849331031
琅琊区,53.21948342,53.78078316,0.829329276
南谯区,78.85716484,959.2232447,0.375765226
来安县,13.46870145,347.3732568,0.257313242
全椒县,85.00735098,50.89215506,0.024157341
定远县,45.29262597,113.3553572,0.701739913
凤阳县,45.2436874,441.7867908,0.894397049
天长市,46.89236363,71.89189699,0.119652875
明光市,55.8801702,802.4739795,0.330120596
阜阳市,36.39859247,842.1388411,0.261128606
颍州区,44.54594368,172.0512434,0.183819666
颍东区,77.81377877,609.6459518,0.827791672
颍泉区,59.8687272,333.9645476,0.283222971
临泉县,43.62774142,645.1062911,0.727001995
太和县,59.38387068,742.9581094,0.57999978
阜南县,40.91439082,88.84563716,0.300814717
颍上县,60.72193412,905.9143049,0.528142162
界首市,82.0400115,178.4146173,0.473365437
宿州市,16.40131618,690.2755009,0.930912766
埇桥区,90.9003899,141.0139715,0.42573868
砀山县,22.19179492,178.4248977,0.952790662
萧县,17.66287029,540.5556593,0.973680754
灵璧县,88.95608893,605.7831469,0.672545971
泗县,31.12645577,518.6898482,0.160301008
六安市,96.01954069,810.6351178,0.454269057
金安区,88.05361607,923.5566491,0.890507087
裕安区,16.59930275,385.1457464,0.296983603
叶集区,20.61879102,942.6005745,0.101389696
霍邱县,82.19348533,302.6524293,0.393656716
舒城县,47.61409124,909.4683273,0.190460705
金寨县,69.88969966,516.9612359,0.04344465
霍山县,97.48309561,236.9200895,0.674036802
亳州市,59.9731601,933.9957032,0.809851445
谯城区,52.30419905,788.4465852,0.947413621
涡阳县,73.34233965,779.5470288,0.791534675
蒙城县,78.4464236,93.90062062,0.769244967
利辛县,56.09508134,859.5179661,0.153879349
池州市,35.69803119,295.2876675,0.966247058
贵池区,90.61887096,26.2500664,0.078982352
东至县,43.81225322,156.7068488,0.482504847
石台县,37.87992115,81.14655792,0.862065741
青阳县,20.52248017,737.5524955,0.772135985
宣城市,95.51898357,987.287709,0.374813383
宣州区,17.25011217,961.759362,0.047510488
郎溪县,64.97031664,507.352674,0.182189501
广德县,43.8189429,421.3107636,0.534202108
泾县,81.61301815,79.86510233,0.247445035
绩溪县,85.65129171,702.60043,0.763842886
旌德县,40.89525089,17.28539778,0.002977874
宁国市,46.23996623,290.4961316,0.001601137
福建省,69.21979123,597.246934,0.938289033
福州市,51.8154727,889.3470319,0.425694334
鼓楼区,91.50941236,127.9770687,0.459004089
台江区,91.58272512,174.5665663,0.331687809
仓山区,27.23726143,904.027603,0.55620211
马尾区,49.96554907,503.6233165,0.046961159
晋安区,37.10154995,702.0530332,0.008502034
长乐区,38.73633182,374.0658686,0.349141026
闽侯县,17.37684509,676.4841664,0.948830181
连江县,92.78854907,698.2210456,0.6729331
罗源县,40.38241807,671.7283035,0.750430359
闽清县,50.02114113,326.3793881,0.318955449
永泰县,60.58514883,706.991342,0.22926714
平潭县,91.71713664,642.153995,0.968131635
福清市,43.00993264,355.543699,0.947014145
厦门市,52.90237739,675.2438987,0.732891604
思明区,23.08469955,828.3058767,0.056254126
海沧区,64.59659991,384.9707994,0.610990994
湖里区,11.83645834,815.7195592,0.616158871
集美区,98.53774884,335.6961401,0.250182641
同安区,84.55775615,938.5068682,0.486110153
翔安区,59.50590914,45.95587245,0.98012209
莆田市,52.82796434,402.3149992,0.018643686
城厢区,48.62590641,281.0258177,0.750937235
涵江区,75.58284295,868.471088,0.429138229
荔城区,86.09164126,993.6909995,0.149679856
秀屿区,76.52410726,896.44277,0.532135866
仙游县,83.22609823,217.3711974,0.958619839
三明市,49.4215018,41.30395781,0.630783926
梅列区,56.43557804,728.7704643,0.163560292
三元区,83.19374409,144.7471799,0.037437944
明溪县,37.31080207,262.0670528,0.303651394
清流县,37.74678008,26.1276105,0.1048513
宁化县,56.16580285,640.8752817,0.693627163
大田县,62.9591025,143.4053648,0.924048269
尤溪县,40.52003571,772.627887,0.639924079
沙县,90.56875984,78.16489357,0.917383153
将乐县,89.20502689,552.2249239,0.705887482
泰宁县,16.13272042,822.417902,0.582799807
建宁县,90.96127986,990.1513234,0.530693241
永安市,36.56651241,502.1469301,0.315380522
泉州市,18.23927858,584.5768593,0.476930822
鲤城区,25.21110133,61.16471123,0.86996924
丰泽区,25.6428321,419.2076942,0.599385473
洛江区,36.69380893,699.5900337,0.255484485
泉港区,21.2041279,588.2440977,0.050018181
惠安县,74.56573153,681.3228698,0.151879838
安溪县,92.38403127,561.4492883,0.979067416
永春县,40.99750976,289.7908315,0.463721363
德化县,73.505869,330.8851718,0.169722877
金门县,10.23787937,163.2437597,0.196039635
石狮市,51.98761161,533.3784014,0.946159861
晋江市,44.56478692,342.4258642,0.66405164
南安市,62.20172597,534.7355558,0.802318041
漳州市,97.59589022,562.9263362,0.008296014
芗城区,93.51115594,260.8892887,0.513604753
龙文区,61.75204527,524.4198861,0.496404174
云霄县,97.59914748,772.5025404,0.906595647
漳浦县,88.3690294,610.7550641,0.79594513
诏安县,83.87594869,210.8381592,0.93171875
长泰县,36.30152557,752.4072837,0.851439322
东山县,68.71830415,791.468671,0.943125325
南靖县,43.04001159,967.4253334,0.224934653
平和县,53.36300832,551.9403728,0.426696641
华安县,97.92338608,359.7638242,0.233535254
